key,val,randnu
85902,hor,48269709
61896,cat,76676464
41694,lio,57075657
92591,app,13836808
56544,pea,43023784
94427,app,13970566
93814,cat,21061255
41133,mic,11720794
70274,bal,55316916
95395,bal,59955558
59412,lio,60286487
3962,app,1909287
18193,lio,41626649
71352,pea,22014469
24892,cat,65391195
41297,bal,40282648
14974,hor,64928240
96696,bal,12920442
26240,mic,5825327
56405,hor,19766879
44644,app,2696206
85670,dog,57017219
52585,dog,70529107
89703,app,62877230
38719,dog,50306422
97304,lio,64696085
10988,app,42940352
23679,pea,18705859
95426,ban,11850511
52533,mic,12076427
39157,pea,48642812
10582,dog,31378114
62393,mic,57132242
14860,ban,42947629
27832,hor,71372529
3205,app,17711592
19104,hor,62167927
3749,dog,71507587
72310,pea,12328737
80709,app,50168659
33295,pea,1139111
39365,app,63890904
33524,lio,15771147
66640,lio,35869885
65350,mic,53206258
20663,cat,57133609
53394,lio,46226602
42857,lio,4240102
15395,mic,55118858
66353,bal,37167134
57253,dog,61857271
5250,pea,43541714
31464,bal,74122871
54520,app,47928074
98872,hor,54773708
73404,mic,8348077
57278,cat,12147681
974,lio,61813734
29073,pea,12409948
19051,mic,8305615
6910,lio,53132602
94815,pea,29785737
56675,cat,51762522
23355,dog,21638181
22272,mic,29241494
87947,lio,28126975
50121,bal,68970118
64790,hor,61197661
41406,mic,73981987
75211,dog,37053264
68085,hor,36406322
32359,app,9960215
38038,mic,42883088
1743,dog,9897040
62775,ban,11017921
65855,mic,15877102
79412,lio,40909356
1029,app,16273655
11901,dog,13071607
42566,lio,54477175
30073,bal,26302863
10740,app,56623301
21572,app,20172524
14801,app,52573340
93801,ban,30532911
64041,cat,9115420
26606,lio,55826753
91716,cat,16606460
17385,pea,59424537
42639,lio,60669649
82669,ban,2397262
85997,bal,75958339
61680,pea,75008581
17896,lio,38278389
31260,cat,11365524
73133,cat,19933957
51124,dog,22871588
74830,lio,38521809
5523,ban,71972574
83253,ban,32381782
23037,dog,65711793
91483,hor,26808283
38146,app,43100779
36015,cat,43655595
44139,hor,36510976
60236,cat,36567218
89605,hor,67543591
46473,hor,73026047
4345,pea,44062465
44296,pea,51324744
48084,dog,60851402
50498,lio,16872527
63582,hor,26446051
18468,dog,51973284
29262,hor,60418205
91647,lio,31404686
68780,pea,61813032
87357,pea,73831087
53393,bal,28095643
65957,hor,72535796
46271,mic,67554886
98040,lio,57441549
67978,app,30390473
46640,lio,68171901
11036,cat,10280327
81266,pea,56977101
2368,dog,45249759
20826,bal,76362401
97505,mic,40360035
7155,cat,13128006
99788,bal,41245160
91477,hor,4247687
80625,mic,39424292
80326,app,67019475
93611,dog,11055654
41415,dog,9784947
50008,pea,41230198
49999,mic,52089135
10221,ban,62170508
35712,cat,67296660
24831,lio,69880803
17150,bal,5490314
34325,dog,62534609
13070,ban,65223741
9771,pea,44275537
84953,app,70640951
42058,bal,26236577
33428,ban,49165554
73846,mic,51754845
89000,app,20640598
42656,bal,14187138
22720,mic,44358293
91373,bal,68375443
87643,bal,69342107
93115,ban,56675406
69137,mic,43643415
51308,app,43595852
29,dog,41046050
63294,lio,25763586
51734,app,39545823
70797,bal,41100461
95821,bal,6798790
31139,cat,56861867
76781,ban,9969799
32716,lio,38565555
79400,cat,67520864
59697,ban,9289483
19015,mic,2126860
97003,hor,26280256
76159,hor,38512793
72928,dog,62804206
2839,cat,64464602
70952,hor,11646062
33456,bal,61905233
96694,lio,44082680
3100,app,70806383
76443,bal,13626001
52054,dog,69290221
33510,ban,28568964
76972,bal,18509606
97789,lio,14996233
58789,pea,72138780
23794,pea,20866012
52443,app,74094433
87290,app,54248561
77948,pea,245574
91740,mic,45464224
61255,bal,45831270
8316,bal,5799147
39415,lio,47178961
5704,mic,29210262
15289,pea,12775010
76444,ban,6316798
71188,mic,67165862
17575,bal,44031059
38254,dog,14193553
86140,hor,31442464
32639,mic,46028348
6158,pea,63891565
96196,bal,33602036
50516,lio,1298979
35638,lio,77326578
33524,cat,59108824
33938,hor,28907494
79072,pea,53854943
8612,app,45251201
42579,bal,1967058
42893,bal,52297055
74916,mic,17246635
97604,pea,66216972
5586,mic,62747239
29755,app,74037127
68118,hor,45215514
71145,ban,40323034
12193,cat,65818922
49935,lio,44216724
82940,cat,38839506
59616,ban,58533879
82945,hor,5994201
15477,dog,15551232
91874,hor,22616461
25193,lio,42091637
4791,pea,76375337
24523,bal,62192288
38020,hor,38125328
49853,ban,47170784
65263,hor,518485
31169,pea,38322790
72478,cat,34082778
26579,pea,17232836
84295,lio,44103739
81399,app,214962
74742,lio,73206957
62054,hor,25278882
19578,pea,48259343
71806,ban,5300167
90841,lio,69748266
27623,app,17480476
29030,ban,74693425
44798,pea,56365484
75815,bal,33632700
13037,dog,40231247
45320,pea,54081808
30168,dog,25553261
72330,hor,12097179
33994,hor,384186
63013,app,76370424
40007,app,28641754
6579,hor,58890845
62374,bal,22995620
95785,app,21818472
21385,mic,2772346
83568,hor,16563638
58086,bal,34893718
10440,hor,50880275
19165,ban,54994742
12081,mic,67830452
57203,pea,60047971
92532,lio,16444428
99913,ban,37070996
91486,pea,8709153
90895,ban,76993337
55874,lio,25556640
88061,hor,13120127
88456,mic,6558188
50986,app,36206797
41913,mic,25603425
41231,pea,37301318
56689,ban,26676212
60164,mic,34517391
28423,mic,60912493
55172,app,24356911
49490,bal,24161574
58405,ban,30894440
56758,lio,53146836
92329,ban,39116507
14485,cat,45618770
91137,dog,6552312
9363,mic,5304507
11511,bal,33405192
48798,ban,35463410
3049,lio,53299545
13988,app,71326854
79251,mic,8409968
506,lio,60021082
99116,lio,51120621
90775,cat,5002724
35510,hor,55423109
69717,dog,52523118
51509,mic,31517011
64355,pea,15780099
94669,lio,10447011
17131,bal,69697389
79631,pea,33532567
13951,mic,70744477
61077,bal,27521461
36953,lio,62255175
39926,pea,55341725
12380,cat,23583083
29801,cat,24000087
32130,ban,3148548
55731,cat,19600391
85260,dog,74745295
19013,app,46332834
70413,cat,38641795
28584,mic,41757332
4350,hor,51156669
84722,ban,71112845
67792,mic,11683341
6194,lio,26851276
65822,pea,1432181
25574,app,7295100
33474,cat,29606397
90784,ban,30292041
764,mic,37203219
41378,ban,66119446
29176,lio,39545458
61949,dog,15468986
11227,cat,48263842
36741,hor,1279288
6612,cat,4390970
78972,lio,68630255
76583,pea,61291788
64586,ban,60897843
83172,bal,49125006
4308,pea,50246433
6638,hor,67049464
97660,ban,126113
38908,ban,40313352
39235,hor,12075312
70357,mic,27459739
42670,mic,29114267
8887,lio,42980037
24048,lio,17802371
85894,app,32625349
23522,cat,58265463
22306,ban,73126099
80616,cat,63877580
48520,ban,54629805
15278,app,48377447
60429,app,54641274
67123,ban,71928749
91285,mic,44252072
46682,ban,21542446
83244,hor,40580404
19223,lio,12538428
88744,cat,69835376
85744,cat,41045185
14212,cat,23237487
56063,app,60464590
75319,hor,40165940
10344,app,40571455
78883,dog,23413051
6832,pea,36100250
76260,pea,3661672
4732,dog,8986685
49255,ban,69482959
15597,cat,66902202
48629,mic,43839086
85502,ban,70661227
49014,lio,14113863
53704,ban,55692383
40970,dog,60398571
9357,cat,1290358
25519,hor,75818869
89259,lio,19536032
10808,mic,32066728
6598,mic,66858911
17793,bal,13172185
36883,mic,37659057
89833,dog,12668497
78753,hor,26552446
68393,dog,14980832
78079,ban,7783833
26055,dog,75462965
76392,hor,4119110
93620,dog,37814854
61557,ban,20051179
55704,hor,63669722
7025,lio,74549837
18943,mic,38725684
68853,pea,44407675
80193,app,14144690
32644,bal,77457848
65241,cat,71005681
62463,mic,57424790
54956,cat,12389675
77598,lio,10452569
61303,bal,57873714
45788,app,1931187
16615,lio,18061592
20280,hor,68378576
68122,ban,30743244
30655,ban,14739789
76686,lio,45973022
23936,mic,4444455
99772,lio,74077677
66534,pea,33259566
43893,mic,36617415
97734,hor,27130432
25803,lio,67598270
31661,pea,56425988
5164,lio,35110189
68750,mic,8005319
83512,lio,11545740
71855,mic,5413200
78387,bal,44209651
39803,lio,35961623
46267,ban,76707174
62652,pea,63673045
64268,bal,26847524
73294,cat,27802289
74436,app,63021078
14128,dog,57948307
88217,dog,48076245
34445,lio,44849042
42037,dog,6400439
72661,cat,72017948
51025,dog,75311695
86835,mic,29783436
22585,dog,29322422
28806,pea,52056522
69700,mic,72404607
89904,cat,33401503
91852,cat,75779693
99357,lio,22238806
68863,cat,49439511
77534,app,57361645
42010,ban,2003278
19394,ban,15936270
21682,cat,66251397
91772,pea,15673317
78389,lio,37066819
20165,cat,61404821
99723,mic,26729265
51961,bal,8903690
74722,pea,54322354
80372,hor,77182143
65263,ban,717085
37782,app,33755612
15965,pea,1417126
56941,pea,1768709
24957,bal,66893357
71733,bal,68027667
57360,mic,7473627
98518,cat,24154564
26948,mic,48951046
54133,app,54937580
44720,lio,65709969
19141,ban,36269540
62933,app,32518800
97891,pea,39214362
55324,bal,1085408
51349,dog,3333256
15051,dog,36762019
13333,hor,85387
16972,hor,64539687
68166,app,15804172
77807,dog,73163327
31050,bal,50492481
55639,bal,9069336
63777,hor,38490375
47323,mic,60610964
6738,cat,4850287
84289,bal,13179147
44898,lio,61247407
99797,hor,40215442
7190,app,1417705
27680,app,66041932
55866,dog,20449757
70067,mic,47890449
76019,bal,54882121
61243,bal,66333762
33443,lio,40380826
83421,pea,76839130
69481,hor,42059302
72734,app,15626099
95982,app,45894118
83243,hor,40376974
75762,cat,30110857
81676,hor,73996924
22639,hor,36653038
40274,pea,73766326
61921,bal,62016850
75511,app,22450696
56609,hor,53585578
70562,app,77682925
44734,pea,16941477
35434,dog,74840669
1889,cat,49394004
31873,lio,5737266
75570,mic,55482709
66379,mic,41996437
86965,ban,24709752
55626,bal,56179316
94675,bal,75570753
40576,pea,66761671
67396,bal,5385346
13194,app,42903377
43555,hor,32357549
25633,mic,54705223
22944,lio,53511853
72086,dog,74918822
84571,dog,72033098
37517,lio,31783728
49292,pea,37070848
29295,mic,28030758
91961,hor,72531096
32587,app,63715522
4283,app,66231413
88845,ban,60616818
78067,lio,6892877
55173,pea,65519837
78293,hor,15798769
34349,app,40728454
4149,cat,38587509
98123,app,68792847
18765,cat,56349632
13290,dog,8296322
5246,lio,66035674
51000,lio,10720434
42643,hor,35625241
73718,hor,28304217
72395,lio,10230601
54208,cat,9142578
33546,app,47212154
99467,pea,57680642
59422,ban,63924957
46018,cat,25095340
80755,cat,55534485
2488,ban,23360361
78320,hor,20895677
24811,bal,42451233
96298,ban,34770737
52309,cat,45707609
63167,hor,7481676
20437,mic,67707288
58578,mic,10323863
7626,pea,61776922
32762,hor,96767
83226,bal,18368248
14398,hor,4788764
88319,pea,12659386
10337,dog,38276370
36911,app,18389798
13867,ban,52436865
40905,lio,26622232
69096,lio,49372449
22597,lio,31104877
55456,dog,14360273
38372,lio,37013175
29786,cat,8078144
97305,hor,42194725
27276,dog,53111005
15289,pea,29630203
97574,bal,12708783
55351,mic,48512354
75220,lio,15698719
2774,mic,76067654
43172,mic,701264
40798,cat,4908355
67188,mic,55014337
98665,app,22143080
55622,cat,16818681
95620,dog,43009109
31567,pea,40457706
78570,hor,77504156
94746,ban,7280594
88588,pea,8390962
96728,bal,32976091
48410,lio,15404053
26264,lio,66218227
84018,hor,50942336
58873,app,65707755
54248,pea,8344900
24652,cat,3586739
34992,mic,77955174
62808,ban,18905040
97355,hor,72232181
79369,mic,25788810
57383,ban,2529156
42165,ban,20493780
17628,app,45623379
10558,pea,57132864
76810,dog,5482882
45183,ban,54860404
23558,bal,24148336
41745,hor,28337742
97994,app,31539371
27709,cat,36740560
86772,ban,6246281
36924,cat,19788551
10490,mic,23417918
18493,hor,70031611
90560,ban,47488992
14733,hor,35126169
15304,bal,70259687
72185,ban,29989407
82871,lio,76953735
27691,mic,12608788
11234,mic,18999608
57711,pea,77580766
60198,ban,48688158
52021,dog,22213423
8339,ban,34228344
46887,hor,42105736
5097,app,70660748
94902,lio,13283570
48877,app,60338272
93243,ban,67463132
29419,lio,77219595
88943,cat,40111999
55428,bal,59024197
91073,mic,70773014
32950,hor,8127302
83274,mic,40651166
2133,lio,18826850
21794,bal,58472574
50109,cat,23669713
37980,app,51972641
99910,hor,30893367
31562,bal,44294363
32025,app,28412389
81057,dog,10039657
16924,ban,63135455
48907,hor,70445052
71482,pea,74061570
68049,mic,49935399
18546,app,60592577
63529,pea,29887344
19926,bal,37404801
61177,ban,25177179
53673,lio,21251127
93186,dog,66284492
39060,app,59898562
86840,lio,64842971
94155,ban,53847339
83959,ban,46651316
79775,mic,5018261
23873,lio,58198869
34028,ban,51157048
18740,pea,54882113
15647,cat,72163667
49132,bal,27721489
4026,lio,27812380
17966,pea,21035306
17011,cat,14594680
13134,app,51249048
39858,pea,9741874
83993,app,24837915
30992,bal,5881651
63082,app,6464510
17,hor,39706621
45745,mic,42766672
8234,bal,63500601
21130,mic,19395135
23141,lio,15308710
74252,mic,61347195
76775,hor,68491851
53565,bal,51257850
90707,lio,31057222
65946,mic,59558938
6230,dog,44875831
61151,app,48481961
36453,bal,76669771
71020,hor,41944855
84712,cat,6009526
18538,lio,66342597
87638,lio,62264956
79224,bal,40657134
98280,mic,23399724
78312,dog,25327719
86334,app,8244180
2368,mic,23004441
17119,bal,28208189
76358,ban,35477920
44853,cat,70200297
90158,app,54274563
41250,hor,46821510
97567,bal,65518322
30072,bal,15541851
97165,pea,3459161
94502,bal,10313913
11471,mic,26917237
35375,dog,61260407
34363,bal,26180915
91457,mic,17976531
65338,dog,7677295
69076,app,65493841
98936,app,63167227
49407,cat,396038
36459,dog,72537075
69080,cat,43202899
77747,cat,52580324
19613,bal,36589096
52415,ban,35528238
68639,app,8192797
49558,dog,54586811
85996,lio,71971848
65156,mic,49531923
84244,pea,73794460
24435,hor,18429809
41432,dog,58721962
59652,pea,54243895
4869,dog,15507104
38518,bal,38739122
971,ban,27463325
2608,bal,7583213
47892,app,57575166
19984,dog,12809725
31383,hor,53948146
60635,mic,36281573
74766,dog,20486781
87800,pea,163871
74403,app,60331227
62689,dog,47131302
26249,bal,54032198
96185,lio,21731526
12,cat,38280312
92605,ban,75186652
7312,hor,69797068
38037,cat,74882798
3866,hor,42212910
48128,hor,7014309
49457,bal,77703523
30292,ban,15630270
2487,ban,77146487
85430,lio,13436936
54046,cat,63055730
50490,ban,43502402
21468,lio,6949770
17466,bal,63259767
11378,hor,28408134
30610,app,55571982
90012,mic,26116052
26404,cat,2924582
45267,mic,41856009
1510,ban,22236768
87288,dog,21881898
15432,mic,57163242
94714,dog,20671106
16173,hor,32027161
91341,lio,42373100
72390,pea,71076969
13659,bal,10424203
48983,app,11350244
73800,dog,75119324
83718,hor,1255257
60641,dog,73213259
39367,ban,48383842
5235,cat,12560963
62733,pea,3680809
78368,dog,16975616
12651,pea,32523527
98623,app,72249410
27683,dog,1637238
6504,mic,44670473
20911,lio,55171519
38523,pea,69367031
36294,pea,65878055
19983,mic,51356820
19752,app,72994436
99468,cat,32936417
91190,ban,49080872
7619,bal,65411382
51676,app,16379161
84195,mic,33903613
97364,hor,58294460
63722,pea,69855440
75969,hor,36360992
29045,lio,6064903
26413,lio,19112870
18213,bal,56935110
41918,mic,9859095
36948,pea,51204322
74108,mic,54251788
32244,cat,77134705
39315,bal,13046803
30242,cat,73502291
79742,bal,25372608
74773,dog,71302553
20421,mic,70456572
72315,bal,66786558
95107,cat,27289826
52142,bal,69808605
58004,pea,75448231
77072,lio,36397276
93987,lio,38933783
34303,ban,26283029
62454,pea,68430029
51261,app,64298817
75434,mic,74775637
52588,lio,29617789
85053,dog,40519936
26575,lio,74349635
20792,bal,40913545
63975,dog,3117735
34227,lio,16863909
36107,cat,41484164
20839,ban,7469235
53114,bal,61573889
7774,cat,77299252
54541,bal,77964968
4821,hor,66332999
87119,dog,70153076
82283,pea,48426824
28611,lio,22787863
40082,cat,11493572
69563,bal,43146300
19012,dog,49636819
46841,dog,21318978
5846,ban,16218470
16961,ban,49170043
24857,hor,60391299
60812,cat,24277674
28666,lio,39971381
20506,pea,43689130
76773,ban,45889312
62890,cat,72805841
21705,lio,2882886
57548,cat,16500341
69901,lio,40925392
20873,ban,40258532
33705,cat,73494670
84993,lio,47652894
20509,app,50427199
99430,dog,69539047
55459,ban,20362638
63618,pea,48187692
9471,bal,70032492
52696,bal,48462643
87945,cat,32920525
94350,dog,68967452
96296,bal,38051186
41271,hor,14912046
17558,bal,75289836
97806,bal,66049443
44693,cat,58209299
47557,dog,62757282
73734,hor,1444854
52330,app,39298165
93299,mic,40077251
32019,app,1358936
57366,dog,5877737
33635,lio,464054
83095,ban,67837593
83939,pea,55023760
98414,mic,29628026
91366,pea,25618925
64379,cat,53861844
43501,ban,62627352
75474,hor,434718
93730,pea,49449598
2308,lio,75156340
74285,app,68027142
59714,hor,14676704
68396,cat,46693931
5205,ban,20629083
53531,lio,68637446
72676,dog,42991457
15087,ban,22055339
70187,mic,30652752
10514,ban,29970406
96581,dog,22786282
51498,cat,66091344
98257,ban,77011087
71797,mic,72712084
35559,pea,61734855
7554,lio,14269369
828,dog,58225889
96927,pea,14254161
90792,pea,63167165
7019,hor,75219932
98102,cat,61113591
50864,cat,42484724
72748,hor,76039175
99263,ban,1860787
27752,mic,76888972
62449,cat,74065232
46006,app,54608372
27897,ban,71864784
75092,lio,33552913
31001,app,71802726
50272,dog,51037001
13731,lio,69024576
81802,hor,15796817
67413,bal,63119226
66909,mic,17874467
33680,app,26961982
46951,bal,16995728
40452,pea,47821261
78358,cat,62537077
53408,lio,64708573
63250,dog,8067771
88104,app,465735
29006,cat,35130764
28775,app,52702879
48802,app,7384822
67949,pea,42482855
81302,ban,3709867
22817,app,69462296
70659,bal,30145390
66648,lio,68532627
46839,pea,14388221
40418,bal,68984512
2779,mic,35658183
81743,ban,41655365
48588,app,2899700
19892,cat,30737756
33295,cat,5564745
64745,bal,28451022
68074,dog,46832999
85622,app,48547480
14424,bal,63966214
44372,app,77289351
12655,bal,35625837
81620,lio,11515112
21412,ban,4346746
46713,ban,11233725
22934,pea,63541552
31627,ban,45380069
57144,pea,19465668
25834,mic,17269882
42105,cat,8852539
72233,hor,55607599
63182,cat,28221047
41275,ban,27323892
44969,mic,50267012
90015,app,60093543
9922,cat,77168951
62405,lio,38183927
85486,hor,17142714
58561,hor,64534334
77283,app,15858801
1639,lio,43171484
74116,cat,33802832
36665,pea,61873975
55154,lio,44612223
3760,hor,51697638
3843,pea,44924849
87970,lio,14128292
89830,bal,22235899
42000,hor,34344844
93054,dog,11106604
83285,pea,12879676
91559,hor,49605440
14176,lio,54277557
46103,pea,12415356
12567,dog,54862864
72987,cat,23021815
53652,dog,33527378
64401,mic,6116644
52928,ban,50580464
96150,pea,7977620
18691,pea,15177784
41802,bal,34148814
98539,ban,62835025
14497,dog,12020803
95429,ban,70056813
65578,mic,43082371
35797,mic,9138319
88041,pea,12894144
75286,dog,50911731
15679,pea,20573281
38548,dog,41646568
71881,app,13515227
29913,lio,44626109
32728,pea,53754177
87342,ban,53912699
73949,bal,49908291
35999,mic,36586541
48395,bal,77093701
64010,app,12397689
69911,lio,10959910
31931,cat,53949210
32935,cat,76178229
68680,pea,51007369
32173,dog,51931930
1738,dog,69873287
85463,lio,32295754
17146,lio,57291826
34379,cat,22376793
49911,lio,55916484
76432,dog,30116766
17848,pea,28667538
24719,ban,39618501
74548,ban,24850871
20411,hor,71873352
4951,dog,55091107
83025,ban,21964412
75624,bal,2700186
28190,hor,35472315
39829,ban,59034570
32580,ban,18346673
66292,lio,506673
42502,pea,48893557
14203,bal,23999642
15599,mic,15253461
45461,ban,67081886
43874,hor,32549823
91532,lio,21286659
47960,bal,13318253
46619,hor,22273447
95137,dog,37434087
78425,ban,40941705
80922,ban,33241589
13133,ban,34308591
73338,ban,49534896
34761,dog,65614407
54032,hor,68721412
1452,mic,2010449
94176,cat,45301329
55737,ban,11315253
46048,cat,43882457
37325,lio,45900262
11487,hor,25619134
72011,app,2704869
65157,hor,69382745
26500,cat,44198430
90295,ban,29702759
2616,mic,39844453
37801,cat,77331769
39123,dog,5061821
41446,dog,19669550
39108,mic,47257025
51328,pea,71863930
83423,cat,26163831
93616,cat,70729122
45843,ban,52068580
40350,hor,59240036
87871,dog,55498535
31038,dog,42062880
31618,lio,24194834
76380,hor,32602240
44083,hor,67978524
71520,ban,71107689
84376,hor,60498766
41997,hor,56960470
87012,mic,23080416
15160,mic,66568277
99932,app,32857979
10886,mic,2876534
4507,dog,49417972
13602,dog,62329270
98979,bal,24569380
32145,cat,21210405
56501,pea,37987916
12951,cat,7420144
13109,pea,33232794
15712,app,11290848
81895,lio,73298275
20052,app,55088526
22814,bal,15846023
8886,ban,28459482
77375,dog,8871886
39635,cat,49512842
75771,lio,36042844
19814,lio,54836285
61777,lio,5943625
66967,cat,38727350
95015,lio,18740468
75381,cat,8270676
41366,bal,49662233
77384,lio,40738042
12364,pea,1055546
93934,ban,3538706
65245,cat,49407371
9552,cat,76028016
87345,cat,42886945
66861,dog,1409389
36855,lio,21660942
78297,lio,59586551
5201,cat,34826759
26171,ban,22529702
79844,lio,47197198
50317,cat,25539144
29208,dog,73422913
87507,lio,25343307
7013,hor,23901743
1160,mic,18102333
13511,cat,54511198
46036,lio,24275971
4948,hor,7865717
85156,dog,26182682
95529,mic,21749720
96808,mic,34019490
93917,app,64027698
23672,lio,873470
28097,mic,47478601
48032,lio,8828197
48505,pea,69217643
62212,dog,30634041
25031,pea,28094190
88305,pea,7317248
53511,hor,54259889
51394,lio,71400913
54776,pea,28256109
58849,dog,24880847
41120,lio,2161001
32180,mic,16131837
22075,ban,63057520
65348,mic,10898109
98419,lio,6420192
35824,dog,21216690
51507,mic,60807511
48445,mic,10457793
94075,hor,1278705
26437,mic,45473774
4517,mic,2773804
47099,pea,17296930
56672,bal,69722616
34395,dog,2811854
59889,mic,3041982
39134,ban,21137974
28443,bal,16905207
57774,app,76713201
33712,app,35642852
12630,cat,51633095
86344,pea,24689621
81087,app,5469397
46199,bal,20512779
87894,pea,817293
26445,app,49042828
85075,ban,50170537
27396,cat,76649360
73893,cat,54913776
65480,lio,36073855
29887,cat,22246809
34127,hor,66167057
75473,cat,56322516
31005,cat,430964
13975,hor,7617416
31800,hor,18248992
58088,hor,19777987
80251,bal,65473801
58611,bal,54583674
77206,cat,65764842
66325,lio,37798936
21589,pea,44572234
81549,hor,73563959
48719,app,3630042
93976,bal,78004225
5732,dog,63950115
1851,ban,41027785
32140,cat,54855372
92027,cat,72975978
64636,cat,59416617
59283,hor,44493453
83847,bal,33403778
82934,pea,56923335
57880,dog,61115642
38208,pea,43638544
44422,app,48001077
80602,ban,38561802
57615,ban,649850
94133,dog,21809003
1213,mic,77880351
53033,bal,48956519
74955,hor,25548277
27120,dog,49920113
29823,bal,44090371
80370,pea,27462876
54998,pea,53158772
62967,ban,60369170
32559,mic,69071838
11423,ban,13088467
76312,ban,1354527
61801,cat,16878427
40562,ban,32879778
81833,pea,21775980
5936,hor,57188314
15372,ban,73055306
11050,hor,38543160
78724,hor,13562920
86200,dog,51381667
42405,mic,32671326
92010,app,61659977
62798,mic,3590446
88884,mic,76313472
97537,bal,64814625
33372,hor,63545212
68957,lio,42113178
1439,ban,52998060
94480,mic,24198140
65174,lio,67045823
31263,dog,53571077
16962,ban,54840969
21927,pea,14310215
12427,bal,22941876
65944,app,64761429
83460,ban,8485694
88514,app,24397818
76761,app,77825698
35246,cat,24943891
95003,mic,174064
83215,cat,15507709
26602,app,55499624
68853,lio,62521106
82611,app,48918177
15598,pea,50630643
49778,app,68939683
59693,lio,54736429
15428,cat,50695221
23861,lio,27804680
85870,mic,77354017
87099,pea,32086180
77896,lio,66600129
92910,app,135207
58681,hor,5742812
64251,app,44822138
5277,cat,57571451
58376,dog,74558028
78551,cat,50336061
98900,cat,32446208
35234,mic,34161830
91453,mic,58179939
39387,dog,65156307
75498,mic,55161970
57707,cat,59536937
78798,bal,36159708
47725,cat,18977456
99134,mic,12588297
42476,app,55559281
15467,mic,76658477
67852,lio,48686732
22489,pea,47587681
80353,bal,10619561
50978,hor,46073735
54599,app,15346463
89452,mic,39300426
17189,bal,42268180
62012,hor,12259361
55745,hor,53708291
75655,hor,77802014
99978,app,66638729
88103,lio,40160246
32446,bal,3541272
23317,pea,5871616
35524,app,65737306
69988,pea,4300181
2466,hor,75886734
64200,cat,10625360
80971,cat,36102825
69674,pea,45641677
23038,hor,810824
91339,dog,66096403
72149,lio,28668300
89058,bal,41332412
28553,bal,27201677
4062,lio,30324091
36503,mic,62853544
51692,pea,29542633
8293,pea,37569835
6272,hor,67602091
41009,hor,46470030
96331,pea,17538919
9886,lio,4241312
33709,ban,16412536
27934,ban,17924201
93648,dog,3588694
21484,app,6447785
84713,ban,11439845
98049,dog,56439006
78204,hor,38869778
88271,hor,59233361
73588,dog,52863688
7148,dog,40193041
47621,pea,23591840
55935,ban,34892565
83777,hor,25998752
58096,dog,19117320
26640,cat,23938223
42448,app,18345961
7049,dog,37337833
36503,pea,54354179
65873,app,51026788
22497,dog,21777878
80196,app,33500460
8352,ban,61919171
54225,ban,62194711
69586,mic,8304264
85673,ban,39578694
67520,bal,10951006
45293,mic,39849631
25849,pea,63097825
4022,app,1567244
30049,ban,28973338
87634,lio,11008809
68170,hor,54606266
66682,cat,19745279
60678,hor,14311908
11935,pea,6406018
63240,hor,52545826
13915,lio,40613392
80402,dog,34184877
77626,pea,35219866
15418,app,67720663
52441,pea,53663566
85831,pea,40875771
85189,cat,31162003
92348,cat,50564280
32621,ban,48572826
96221,bal,76161901
79324,app,63974042
15838,dog,17153532
94539,lio,37451184
12237,hor,795450
70557,mic,17724723
18854,hor,32512999
24130,hor,60662433
65201,lio,68597128
89668,hor,59110693
59436,cat,63734317
55798,dog,53208770
89456,pea,29113223
6917,hor,78113254
58725,dog,62729380
36197,bal,50566333
54018,hor,34012072
880,lio,53129024
83183,lio,21075051
64611,cat,11759612
10073,dog,71183732
42078,mic,36819758
95336,pea,25430394
99409,mic,74640534
79276,app,20656820
76681,app,13420182
28518,pea,30832494
61520,bal,22652670
24558,mic,62013693
59584,bal,17432259
70182,hor,24910686
43024,bal,11684816
73773,pea,77816265
76167,lio,63410958
70749,dog,2315491
13219,ban,31977557
89691,bal,9717291
68527,bal,43288882
58237,app,10682452
32966,pea,20287811
65041,hor,11316161
37306,lio,69296756
96773,lio,67770916
3039,cat,28397969
43039,ban,36497836
97831,bal,35419414
2567,mic,17165774
82539,dog,60685052
51247,dog,30744824
4546,mic,31054449
50409,app,67481945
48629,ban,34995539
45136,dog,10376631
65123,bal,29836438
69729,lio,37572503
41728,bal,65269177
78975,app,12658983
94192,cat,25433654
24530,hor,46644529
7639,app,38198399
26522,cat,25140778
22973,hor,45900831
41349,cat,27224947
85414,pea,70786685
55961,bal,8282168
32282,cat,3012672
48263,app,70129742
81543,ban,29611869
93507,cat,71774034
6565,app,58567809
23763,app,29584839
56219,dog,26115130
80485,lio,1471459
13089,lio,62545215
1792,bal,41327191
85784,cat,37822725
33153,pea,42492379
27471,dog,10297598
91669,bal,52571580
26628,ban,25970505
66420,hor,61631883
44103,dog,10966926
40334,hor,58000727
79663,hor,57106843
82048,ban,18502476
56629,lio,13794917
40777,dog,16209204
2149,mic,64645338
52879,lio,71856932
20354,mic,1855394
54223,mic,25063870
21109,app,17115536
34966,hor,35098648
64329,bal,6986503
76168,dog,62479046
45259,lio,24201507
63224,lio,13360600
2995,hor,52002626
85687,app,51482672
48812,pea,20479362
38790,dog,77441307
49737,lio,75433304
64174,bal,1404751
65577,pea,76935491
39885,mic,52212585
41049,mic,49124797
34800,lio,20012707
2292,hor,54998823
20123,dog,31876687
74544,cat,31064267
53269,pea,48151927
46476,pea,64793280
39483,lio,46478365
78042,app,74641202
75318,dog,19568764
